Review,Sentiment
"We wanted to try soup dumplings and heard great things about Joe's.  Upon arrival, i was a bit turned of by the service and the unpleasant server.  However, the food definitely made up for everything.  We ordered the crispy duck and beef, soup dumplings and noodles.  Everything was heaven in your mouth.  I would have given it 5 stars but the service is horrible.  We had asked our server what he recommended and he looked at us with annoyance and was very unhelpful.  :(",1
"Truly amazing! Joe's is located on a small street in Chinatown. We arrived a little after 5 PM and there was already a 25 minute wait. That's when you know the place is good! 

Joe's looks like your typical Chinatown restaurant. There isn't anything special about the interior, but the emphasis is placed on the quality of their food. Note: they only take cash!

[ Pork Soup Dumplings ] Our group of four ordered four sets of soup dumplings. Each set is served in a dim sum box and comes with 8 soup dumplings. The soup dumplings were bigger than I expected and they spill over the soup spoon. The skin of thick but easy to break apart and the flavor of the soup is deliciously rich. My friend taught me her technique! First, you bite a hole into the soup dumpling and drain the soup into the spoon. Then you dip the rest of the dumpling into the provided vinegar and chase it all down with the soup. 

[ Scallion Pancakes ] Very crispy and oily! These served as great ""sponges"" to soak up any soup that spilled from the soup dumplings.",1
"I came here because I was craving soup dumplings and saw that this place has good reviews.
While I think the soup dumplings were good, with the right amount of juiciness, I was personally not a fan of the amount of ginger they packed in there. I think it obscures the flavor of the meat and soup. Some people might like it that way, it's just not for me.
The other dishes I tried (fried rice, stir-fry noodles,etc.) were good, but not the most amazing
Overall good food, but nothing that stood out among all the great restaurants in Chinatown",1
"Came on a weekend with my husband around 2pm, and it was pretty easy to get seating. The ambiance is clean and big, with high ceilings, with both big and small tables! 

XLB is where it's at here. They're big, juicy, soupy, and delicious! Comes with 8 and they're pretty affordable. I would say they're pretty on par with Nan Xiang honestly. 

I wasn't a huge fan of the other dishes though. We tried the double cooked pork belly, and it kind of just tasted like stir fry with MSG. Not sure if this is because it's the ""Shanghai northern style"" but it kind of just reminded me of just like...a beef and broccoli type dish. Just with pork and peppers and mushrooms. It tasted very American take out style. 

Overall, would most likely just come back for the XLB's here.",1
"My friend was visiting from out of town and mentioned she really wanted soup dumplings, so I did some research and found this place was the highest rated one, and not super expensive, so we went on a Saturday night. They don't take reservations, and I knew it was gonna be insane given we got there a bit before 9, but the restaurant knows the demand is high and they are prepared. They give you a ticket instead of taking names, and call out numbers as soon as enough seats are vacated at the communal-style round tables inside. 

We waited about 25 minutes because bigger parties didn't want to wait very long, so not too bad for a party of 2! Once seated, the service was very prompt, and it needs to be that way in order to get diners in and out, which is why they tack on the service charge to your bill, saving you time. Also, it's cash only, so bring your greens. 

We ordered the pork soup dumplings, which were OMG fantastic. I could probably have just eaten those alone. They give you complimentary tea, which kind I couldn't honestly say, though I thought jasmine. Be mindful with the tongs that you don't squeeze too hard, or the broth inside will seep out before you get to savor it. I picked up the dumpling carefully with the tongs and placed it in my soup spoon, then used a chopstick to make a little hole near the top so I could suck out the broth, then eat the dumpling. I recommend the chili paste with the dumplings if you want a little kick. The dumpling itself is tender and chewy and the pork inside is just right and not too salty. The broth can't be described, you just need to order it and see for yourself.

We got sesame chicken (came with a side of cool broccoli, which after the tea and the soup dumplings, I didn't mind) and kung pao chicken; both of course came with sticky white rice. Both were giant servings. The sesame chicken has a sweet glaze and the kung pao comes with a bunch of peppers. Neither were very spicy.

The place is very snug inside and I would not recommend bringing a stroller, luggage, or lots of bags, so keep that in mind. Other than that, it's a quick walk from the Canal St subway station and is definitely worth the wait! I'll be back!",1
"i think this one is the original. i can't remember. but if its not, its not the good one. there is DEFINITELY a difference b/w joe's shanghai and joe's ginger. i went to ginger last time (if that's the second store) and it was terrible! and it wasn't just one order that i got b/c i got 5 and they were all bad except for 1. that says smoething. wait in line at joe's shanghai, it's well worth it",1
"Has a C rating but we waited amidst crowds of mostly tourists with a good mix of Chinese families and groups for about 30 minutes to get a table. It's communal seating which I loved & the inside is drab and tacky but in the best way possible. We only got fried rice but it was just as good as some of the fried rice I had in China! Overall I would go not only for the good food but also the overall experience. It's super busy and chaotic but worth risking the C rating lol 

Also worth mentioning the food is meant to be shared. We had no idea when we ate there so my brother and I both got our own fried rice & our friend got her own noodle dish. We were the talk of the town for the rest of the table as they were Chinese and didn't speak any English. They visibly made fun of us the whole meal lol. We didn't mind though because honestly when we were in china we got the exact some reactions no matter how much we tried to blend it or how much of the customs we followed or the language we spoke. Felt like being right back in western China lol.",1
"Soupy dumplings (3 stars): they were huge, very soupy, quite tasty, but a little on the greasy side even for soupy dumplings. Very affordable. It is a different technique than DTF. DTF's wrapping is more plastic-y and gel like (which is rather unique and untraditional). These are more bread like, possibly with quite a bit of lard into the wrapping to keep it tender and flavourful. 

Pork chop noodles (4 stars): The pork chops were very well-fried, do ask for it on the side rather than soaking in the soup, though. The dumpling were soupy enough for me to soak my noodles in. Yum.

Scallion pancake (5 stars): the best of all the stuff we had--crispy and beautifully fried.

A very bustling place, I personally enjoyed the chaos, but if you don't, avoid busy hours.",1
"Soup dumplings are amazing! (Xiao Long Bao) I went from Din Tai Fung to this OG spot. No disrespect to DTF but the price for the dumping's here are way better and just as good. We got an order for about $9! We also ordered the Shanghai fried rice and crispy pork chops. The outside part of the dumping was just a little to thick for me but that didn't take away from how good those dumping's were. Fried rice and pork chops were like any other place but still good. Tables were a little too small for all the food we ordered but keep in mind the restaurant is not very big. We came when it was raining and there wasn't a wait but I can only imagine how long the wait is when it's a nice day out. They make it an effort to get you in and out. Also, 15% tip is already included when paying for check.(look on the last page of the menu) Overall, will come back to this place! Cheap food for vacation! (CASH ONLY)",1
"We got here on a weekday lunch time and didn't have to wait for a table of 7! Perfect timing because the restaurant was busy but we got here just in time. We had to share a big table with another party though but that was totally fine.

Everything we ordered was quite delicious.

1. We ordered two juicy pork dumplings. It was a perfect amount to share amongst us. If you compare this to dtf, these are wayyyyy bigger. That means more juice inside the dumplings. The only thing is, you need to get used to picking the dumplings up and onto your plate. My first two attempts were unsuccessful and i disappointedly had to eat them without as much juice left inside. Regardless, it was still delicious!. I love the dumplings with a lot of vinegar and ginger so don't hesitate asking the waiter for more!

2. The mapo tofu without meat was also really good as well. there wasn't really anything that went wrong with this meal. Even without the meat, it had a lot of delicious flavor.

3. The minced pork noodle came with a lot of pork on top. Make sure you mix it around before putting it on your plate. It is pretty saucey. The noodle is different from other places I had this dish from. This place comes with a slightly thicker whiter noodle.. which is pretty good. 

4. The green onion pancake was a very small portion in an order but the crisp of it was perfect and the flavor was very aromatic with the onion cooked into it.. slightly different from other places I had these pancakes from. 

This place was quite delicious! But there are so many Chinese restaurants in this Chinatown area, I would want to explore the other restaurants even though I would also come back here in a heartbeat.",1
"I wanted to experience what the crowds of people waiting for a table at Joe's Shanghai was all about so my husband and I and a friend of ours had lunch there a few weeks ago. Some of the dishes we had were soup dumplings which were perfect in my opinion, cold noodles with sesame sauce (I've had better), clams in black bean sauce which were delicious and a bean curd dish wish our friend liked very much.
It was very crowded but the service was fast and efficient. I would definitely try it again but after growing g up and eating in Chinatown for most of my life, I think there are far better restaurants in that neighborhood.
The ambience is of a typical Chinatown eatery - noisy, crowded but inviting",1
"One never forgets the moment they fall in love with something for the first time. I've read the reviews and although there seems to be plenty of better places to get Xiaolongbao in the world but this was where I lose my soup dumpling virginity.

First of all, there always seems to be a wait but because the staff inside doesn't mess around, your wait will never be as long as you expect it to be. And once you're inside and order the soup dumplings, it won't be long before you're feasting on them.

I didn't know what to expect. My friend tried to explain in words but he just said that I needed to try them. He kept saying Xiaolongbao in a slightly racist accent but after my experience here, I have been doing the same.

The pork ones are around 5 bucks and the crab ones are closer to 7 so for the price difference, I'd stick with the pork ones (they were my favorite anyways). Each order gives you 8 dumplings so order as needed.

I discovered the best way to eat these without burning your tongue or the roof of your mouth is to make a small incision at the top of the dumpling. Once that's done, slowly sucks out the oily soup broth that will change your life forever. Don't be hasty as they are very hot. Once you've sucked out about half of the soup, the other half should be cooled off and you can pop the whole thing into your mouth.

If you've never tried them before, you'll fall in love instantly and be craving them the next day as you sit in your car/bus/train on the way to work.

Last note: CASH ONLY. Xiao for now.",1
"Not much to say about this other than AWESOME soup dumplings! The only thing I find a little weird at first is that you sit with other people but other than that it's a great spot to get your dumpling fix. It's crowded and busy, but it's worth the wait!",1
"If you manage to beat the crowd, do not mind table sharing with strangers, and focus on the xiao long bao ( mini soup buns, bao = buns not dumplings, to be accurate ), the culinary experience will prove worthy. Been here thrice, and midtown location once which offers better seating options

Food: 4.75/5 to the Crab & Pork Xiao long bao - seafood & pork pair off as perfectly as green tea & azuki.

How to Eat: Gently (without poking a hole) lift the bun and place it on the soup spoon, bite off a teeny tiny bit off the top while lifting the bun by chopsticks, and drink away the heavenly fresh (hot! be ware) soup inside - remember you're entitled to slurp during such soupgasm - then drip inside some vinegar and ginger (aids digestion on top of the flavor balance) before devouring the rest of the bun. 

Stuff in as many buns as you can handle, order a small dish of seasonal vegetables stir fried with minced garlic to complement the meat. All other dishes (2/5) are highly NOT recommended. Go elsewhere for noodles or fried rice or dim sum, Joe's Shanghai = Xiao long bao

The dumbest way of eating is to bite into it unstrategically, lose all the soup that is the soul of these buns, and burn your mouth......

Ambience (1.5/5) loud, packed to your elbows, forced to share table with strangers often tourists who stare and ruthlessly knock over their tea or vinegar; be prepared to arrive early in order to avoid the queue 

Service (3/5) efficient, fast, most convenient if you speak Chinese",1
"Came here on a weekday afternoon and there was no wait time. My brother and I split an order of the famous XLB and their salt toasted fish. The XLB came out piping hot and was perfectly soupy on the inside. The salt toasted fish was fried to a perfect crisp, loved the bits. 

We couldn't eat too much this visit because we had dinner reservations later on that evening. The food that was being brought to other tables looked delicious. Service was quick as well.

*cash only",1
"I was brought here by a friend. He's a college student fairly new to the area whose friends are all college students, so naturally I expected that this guy knew nothing what real food was. I was surprised to find that this place was actually really good and sold Xiao Lung Bao. The food was great. 

I'm a little more inclined to give this place a 4 star, but since it was a while ago since I went I'm going to give the place the benefit of the faint memory and give it 5. I remember it was great food, but the price was on the high end. Only restaurants that have food quality that exceeds their price range get 5 stars from me, but like i said benefit of the faint memory.",1
"My husband and I ordered the pork soup dumplings and orange peel chicken. The dumplings were absolutely amazing, and I wish we had just gotten 2 orders of them as our meal. In case you aren't well versed in eating soup dumplings, use a soup spoon!! This way you don't have to balance the dumpling on chopsticks and won't potentially lose the delicious soup due to an unfortunate dumpling tumble. The orange peel chicken was good but not necessarily exceptional. My husband grew up in Seattle where really good Asian food was everywhere, so his standards are very high, so it's not that the orange peel chicken wasn't good, but it's hard to wow him. However, we can't wait to go back for lots of dumplings! 

I also have a several food allergies, and the servers were very helpful and accommodating with that. This is a must-try when you go to NYC!!",1
"I love how piping hot their soup dumplings are every single time.  There's nothing worse than eating a cold soup dumpling and I've had them at other well-known spots in Chinatown.  But never at Joe's.  Their Shanghai Noodles are also fantastic as well as other items.  My usual items are scallion pancakes, General Tso's (I see you judging me, but really...it's really good), and their veggie dishes.  Go early to beat the line!",1
"Joe's hole in a wall.
Shanghai noodle is must to try.
Green string beans was made excellent.
Kung pao chicken is ok if you don't mind it's super spicy. I didn't ask to make it without chilly overload.
If you love peanuts it's a lot in king pao.
Expect to have 2-3 guests on your large round table and have conversation together.
Restroom need to be repaired.
Nobody expected clean restaurant from Chinese fellas. At least believe they wash hands after dirty stuff and removes stickers from complementary oranges before cutting.
Good luck",1
Soup dumplings are amazing but the rest of the food was lackluster. Service was fast. Not worth waiting a long time for,1
"This place usually has a line around the block, but it had been a very rainy night and morning, so it was a miracle to have no line and empty tables at noon! They also have a great machine for rainy days which wraps your umbrella into plastic as you walk in (you are obligated to use it by the staff at the front door who will help you figure it out).

They are famous for their soup dumplings, which are huge! We ordered two trays of the pork and crab and devoured the wonderful broth inside the dumplings that brimmed with crab flavor.

The green beans with garlic was also a table favorite.

My friends indulged me as I asked to order the steamed flounder which was not only beautifully presented, but also delicately cooked.",1
"So delicious! A great experience. Be sure to bring cash.

We had the soup dumplings, the beef with string beans, and the Shanghai fried noodles with chicken. What a feast! We really enjoyed each item and would have liked anything else on the menu, too, I am sure. The tables around us were buzzing and the restaurant filled up quite a lot while we were eating (so did we). The flavors were all so rich and full of umami. Yum, yum, yum! Get there early to be sure you get a table.",1
"Noteworthy xiaolong bao that compare favorably to many I've had in Shanghai, China. Clean and classic decor. Would recommend as an introduction to xiaolong (soup dumplings)",1
"so worth the wait, so amazing. The soup dumplings and crispy beef are not to be missed.",1
"We were seated almost immediately, probably cause it was just 2 people. Fast service and attentive staff. I dropped my chopstick twice  and they gave me a new pair within 10 secs. We got the crab and pork soup dumpling and the pork meat soup dumpling. I honestly thought the crab meat one was better because there was an extra flavor. Though the flavor did remind me of the canned minced crab meat, tasted good regardless, but the reason why I give it 4 stars.",1
"amazing food!! i read reviews saying the soup dumplings aren't anything to rave about, but i thought they were amazing. the portions are family style and perfect for two. the service was excellent! it's well worth the wait.",1
"Love their soup dumplings; #1 in CT...(or maybe NY & US lol) but aside from that, that's pretty much their specialty dish. Had the pork shoulder dish here with my friend one time and it was not my type of food so I didn't really like it. I don't really like their other dishes as well (mainly because they are really really greasy) except for the braised tofu dish with vegetables stuffed underneath or their pepper and pork noodle soup...and that's pretty much it. When I do go back, it is always for their soup dumplings. And everytime you eat, they serve you a small portion of oranges, which is pretty accommodating compared to other regular dine-in in other restaurants. But they do include the 15% tip before hand so do not be mistaken and tip twice, but personally I think it makes tipping easier and less for me because I usually tip more than 15%, but if they're gonna do that, then let it be.",1
"5 star...as good as it gets. the stars are for the crab/pork soup dumplings. frequent visitors to NYC, we love to try new places, and there are so many options.  next visit (next week), we're going back.

We were lucky enough to sit at a table with two sets of Chinese-speaking patrons, who advised ""crab/pork soup dumplings"" and showed us how to eat them.  Truly fantastic and unique flavor. we (the two of us) ended up cancelling what we had ordered and replaced with a second serving.  

Crazy but not chaotic, memorable, the shared table perfect place to get recommendations and help.

Can't wait to return.",1
"Joe's was part of a recent food crawl I took part in through Chinatown,  popped in for a couple of orders of soup dumplings on a Thursday afternoon, and to our surprise found an empty restaurant.

I'm jumping on the soup dumpling band wagon with the least surprising review you're going to read about eating here.....  

The dumplings are perfectly prepared, twenty twists a piece in traditional fashion. The ratio of soup to pork was spot on and each bite was better than the last. 

My only issue with their product is the dumpling sauce, this is purely personal.....  I'd love a bit of vinegar in there for some tang, but that's hardly a blight on a near perfect dumpling experience. 

As good a soup dumpling you'll find, that said I can't speak for anything else on the menu.",1
"Love this place-inexpensive and delicious.  I bring all my friends and family here who come to visit, and now my Dad insists I take him there anytime he visits.  Their soup dumplings are awesome and I also really love their chicken and cucumber with red pepper.  The wait can be ridiculous, so I usually try to get there for right when they're about to open-if not, prepare to stand around for a long time (especially if you have a group of more than 4).  They seat you with random people but that's never bothered me at all, but I do tend to talk a lot.  Definitely an experience.",1
This is a neighborhood spot I love to go to. The food is always good and so is the service. You will have to wait during the lunch rush though so be prepared. I had the soup dumplings. They are a must!,1
"this place lives up to the hype! it's a small place, you may even walk by it, but don't! 

We waited about 30 minutes for a table, which on a saturday at 1pm was expected. Once our name was called we were taken to a big round table which we shared with 10 other people. So, don't expect to have a table all to yourself, as most the tables in here are like that, just a heads up. 

THE FOOD:
fried pork dumplings - huge dumplings and super yummy, I was really pleased with these. nice crunch on the outside and the filling as perfectly seasoned. 
Soup dumplings - probably some of the best I've had! Served steaming hot and none of them broken, which was so nice given that's an easy thing to do
Sesame Chicken - served with steamed broccoli, the chicken was obviously fresh and the sauce was sweet but not overly so
Crispy pan fried noodles with chicken - so we expected this to be a 'dry noodle' dish, like wok seared, but it was a nest of noodles that were deep fried which was SO fun. The basket of noodles was the vessel for wok-ed chicken, broccoli, baby corn, jicama and carrots and as the sauce sat in the bottom the noodles got softer so there was a fun crispy/soft texture going on. we really enjoyed this 

We didnt get dessert cuz we were full, so note that the dishes are HUGE and meant to be shared. If we had each ordered a protein and a side we would have been taking most of it home.",1
"Used to come here a lot with my family when I was a child.  There is always a line, but definitely worth the wait.  The soup dumplings are delicious and well priced.  Their other stir fry dishes are really good too.  Brings back the childhood memory every time.",1
"You just gotta stop by if you're in New York. What else do I say more about the place? 

Oh but dear chef, 
please try not to pop the dimsum so the soup would not leak out of it when we're ready to eat. :(",1
If your come here order a number 1 or 2 thats what they are famous for. Dumplings have soup inside and are always cooked fresh comes with vegetables which I don't eat. If you plan on dining in make sure you havr reservation because the wait can be a while.,1
"Interior--one of those old Chinatown restaurants so it's very cramp, dark and you gotta share tables with strangersthere's no waiting area inside

Service--average. Food comes out pretty fast even when they are extremely busy. They only seat you when your whole party is there.

Taste--the pork dumplings are DELICIOUS and bigger compare with average dumplings. They come out really hot since there's soup in them so make sure don't burn yourself. 

3 of us ordered 4 dishes, came out with a total of $56, which is a pretty good deal considering we were extremely full.",1
"Cheap & Yummy Eats When You Visit NYC!!! First stop is to go there directly after land it and order their delicious pork soupy XLB. It's totally worth it. This place is the OG place and try going during non-peak time to avoid long waits. The place is crowded inside and don't forget to bring your CASH!! And, 15% tips is automatically added to your bill so I guess it makes up for the cheap meals. I order of soup dumping is around $6.95ish comes with an order of 8 big pieces XLB. Super good deal and super delicious. I can tell and taste the Dumpling wrap is handmade and super fresh too! You have to personally go there and experience it :)",1
"Delicious soup dumplings! My family is Shanghainese so I'm always looking for an authentic place for my taste buds. I'm really happy that I found this place to curb my appetite for soup dumplings, which before moving into the city, I've only been able to eat when I'm in Shanghai. 

For sure get the soup dumplings! It comes out in a steaming basket and is super hot so make sure to let it cool a bit. 

This place has a huge line - I was here at 9:30 pm on Saturday and waited 15-20 minutes for a table. You might end up getting seated with another party if you have fewer people.",1
Good soup dumplings. The new location is spacious and clean. Always here for soup dumplings. Will recommend here if your around the neighborhood.,1
"Got the scallion pancake, pork soup buns (XLB), and the Shanghai chow mein. The scallion pancake was divine , so were the soup buns, but would've rather ordered an eggplant dish instead of the noodle dish as there was not much to it.",1
great scallion pancake and fabulous pork buns and pork and shrimp buns.,1
"In the heart of China town, such a cute area. But it gets extremely busy and just be warned you might have to share a table with people you don't know. The food is wonderful! My family and I had the ?vegetable fried rice, the vegetable lo mein, and the fried noodles with beef. All super yummy! My personal favorite was the vegetable fried rice. Prices are very reasonable. Would definitely go back if I was in the area again. Such a cool place! Just wish it was a little bigger.",1
"If you love dumplings, meeting new people and speedy in & out service, this is the place for you! Today we had the pork soup dumplings, General Tao Chicken & Shanghai noodles with my party of 3 and the bill was $40 with tip. The food is fast, looks and tastes delicious and the price point is fantastic -if you stick to water and tea which is complimentary. The seating arrangements allow you to meet new people (as you will be placed at a table with others) and find out about other great restaurants in NYC if you're lucky.",1
"Food was really good, higher priced than other places for sure but understandable due to the popularity. The service was really great, made it all worth it. Shanghai noodles were a bit dry, as was the Shanghai fried rice, but they can bring any sauce requested. Sesame shrimp was nice and crispy, without too much sauce. Scallion pancakes are thick. 

The wait wasn't bad, even with lots of people outside waiting. There were so many people working that everything moved along quickly.",1
Eat soup dumplings here. Eat it while it's hot. Community table. In and out. Not the place to chit chat.,1
"The wait might be long but so worth it! I have only tried Xiao Long Bao a few times at Din Tai Fung in Bellevue, WA but I personally think Joe's Shanghai is a lot better in terms of price and portion size.

My group of 5 split 3 orders of the juicy pork and 2 orders of the crab xiao long baos.  The crab was good but the juicy pork was definitely the favorite of our group.  We also split an order of beef in oyster sauce that was unimpressive.  If anything, just stick to ordering xiao long baos.

A few things to keep in mind:

* You will not get seated until your entire party is present at the restaurant.
* Your party may have to share a table with other strangers (no biggie for me)
* Cash only.",1
"Best soup dumplings 
Other dishes are delicious too 

Our waiter was nice.  

We were a group of eight people.  Waited for 30 minutes on a  busy Saturday night.  Worth the wait.",1
"I was between 4-5 stars because the soup dumplings of course are probably the best I have had. Maybe Marks dumplings in DC and my son had some in LA but said those were the size of Hershey kisses.
These were big and full of soup and the dumpling skin was not too thin or thick. The initial ones will burn your mouth so wait a few seconds. Perfect on a cold winter day. The broth is rich and full of flavor. We ordered 2 crab and one pork- I liked the crab better.
We also had duck- it was good- a lot of skin and a little lean but the skin is our favorite part. The schezwN beef was very good but a little chewy.  Fish was very good and the thick seafood noodles were great.
But I thought the highlight was the dumplings",1
"The soup dumplings and wonton soup are absolutely delicious!  We also ordered General Tsos Chicken was good but a bit on the pricey side compared to the other dishes.  Ordered some beef chow fun which was really good too!  BEWARE:  Cash only.  The place is crowded, you will more than likely have to wait for a table (outside) and may have to share a table.  Also, don't be offended if your server is rude or impersonal.  Lol",1
"Visiting New York for a short weekend trip, this place was recommended from a friend who heard was worth trying for their famous soup dumplings.
Venturing through Chinatown, this was pretty easy to find.  We came here 15 minutes after it opened and did not have to wait from which I heard could be over an hour wait typically.  Small place with about round 15+tables that can accommodate 4-6/table.  We were only a party of 2 and were seated at a table with another group of 3 people.  Was unexpected that we had to dine with strangers but from a business aspect, they want to make good use of space to serve more customers.  
We ordered the famous crab and pork soup dumplings and scallion pancakes.   The soup dumplings came out and was piping hot and on a bamboo steamer. Looked impressive.  Took my first bite carefully and ....
Best dumpling I have ever had.  All the right flavors in the broth and the dumpling wrapper almost melted in my mouth GOOD!!!!
The scallion pancake had a hint of scallion flavor with a crunchy shell which was the perfect pairing with the soft dumplings.
I definitely would make time to return again just for the dumplings when I return to New York and would also like to try the other yummy looking Chinese dishes I saw here.",1
"Midtown: Pricey but the crab and pork soup dumplings were great!!

Chinatown: not pricey, huge soup dumplings! We tried the pork, crab and pork, scallion pancake, and Shanghai cabbage wonton soup. Would HIGHLY recommend pork soup dumplings (best in NYC and flushing imho), the rest were not worth getting. Maybe get a veggie plus the pork soup dumplings. 8 per person is a good amount!",1
Used to come to the old spot all the time before they expended to this location. Some of the best (and largest!) XLBs - must try their crab XLBs! Come early to avoid the crowd.,1
"Good Shanghainese food BUT don't come here for the Xiaolongbao. For a place known for Xiaolongbao, theirs really disappointed me because it was so bland and overly chewy. However, the other dishes were great. The scallion pancake was my favorite because it's super crispy and flavorful, but be forewarned that it tastes nothing like the ones you can buy at the supermarket. 

Make sure to come right when the restaurant opens to avoid waiting for a really long time. It's a bit on the pricier end but it's probably worth it. Overall, I would probably come here again but will try other things on the menu.",1
"Just stopped by for soup dumplings and flat noodles    As always, it's an 11 out of 10.  We have XLB at home in the west coat, but these are fatter with better tasting soup and more tender wrappers.  Punchline:  these are the originals for many of us ...",1
"Being from out of town, it's hard to find authentic soup dumplings and these did not disappoint! Food was delicious. Service was speedy. The wait appeared long as there was a line out the line door when we arrived but as a party 2 we were sat immediately. (The line out front was for for larger parties waiting for tables) FYI cash only but there is an ATM on site and parties were not seated until everyone was present.",1
"Shanghai dumplings are great here, so are the other menu items. Don't order too much if you're walking around after dinner, and don't feel like carrying leftovers. Get here early for dinner to avoid the long lines. 5:00 pm on Friday and we got right in with a table of six.",1
"This place has such a strong reputation for a good reason. When you go, do not just order soup dumps! You have to try the other food, including their vegetable dishes and noodle dishes too!
As for the soup dumps, they are delicious, though I find them to be a bit to ""bao-y"" - the skin is thick. I prefer a higher meat and soup to skin ratio personally.",1
"The service was excellent, I got the shrimp lo mein-a nice large portion size- it was tasty! My only issue is with the lack of vegetarian options, I couldn't try any of the specials so I'm not sure this placed lives up to the hype.",1
"Friends of ours took us here, highly recommending the soup dumplings.  I thought, oh yea - I know what dumplings are....yea right.  The Soup Dumplings here are absolutely fantastic, never had anything like that before.  

First you wait, probably outside the door...give your number, and wait some more.  This place is PACKED, but DO NOT stray, it is completely worth the wait, I promise.  We finally got our table, sat family style with other folks.  There were 6 of us, and they fit us in quite nicely.  Everyone gets the same question, what kind of soup dumplings, crab or pork....not, ""do you want soup dumplings"", you're getting them.  And it's a good thing, they are awesome.

I am so glad someone was with us to teach us how to eat these things.  First you put hot sauce in the corner of your plate, take the tongs and pull out a dumplings - place onto your rice spoon, bite a small hole in the top, set the spoon on your plate.  Spoon the hot sauce and the soy/ginger sauce into the hole you bit.  Lift the spoon and suck the soup, it is incredible!  Then bite into the dumpling and eat away.",1
"If you give this place less than 4 stars, you are obviously crazy and don't take food seriously!  The best soup dumplings I have EVER had.  

The best time to go is on a weekday, after 2pm or very late.  The cheese line is serious at this place. Wear comfortable shoes and jogging pants for the extra space you'll need once you're done eating here.  

When I'm done eating here, I feel like a fat baby, and ready for a nap.",1
"There's a huge line out the door all the time because this place is as good as it gets!

Since there are such long lines, the restaurant tries to fill up all the seats at a table. Our group of 3 was seated with 2 other groups of 2 and 3. A little awkward but totally worth it for the delish soup dumplings!

We ordered the crab dumplings and pork dumplings. These are probably the best soup dumplings I've ever had outside of Shanghai. The dumplings are rather large but made fresh-to-order. It comes out steamy hot and tasty!",1
"Super top delicious crab and meet soup dumplings, I read and heard that they are famous for those. So don't miss them!
Also the shrimps steamed dimplings and the fried pork dumplings are really delicious.
We also had the shrimp wonton soup but because they need a bit more time for the preparation, we had them at the end and, being of a more delicate flavour, tasted a bit less. Be sure to have this soup first and I am sure it will be great.
Ah, we also had the Mei Fun noodles (spicy curry, dry panfried) and they were very giod too.
Service is fine, tables are round to share.
It was pretty packed, so no much space for pictures this time. 
Also make sure you are not sturving when you go, because there might be a long queue to wait. Unless you are very lucky...
Price is fair, 40$ in two and we ate really a lot. No credit card.",1
"Last month I ventured into the big apple with my partner in crime and indulged in some tasty morsels. One treat that particularly stood out was the concoction of pork and dough from Joe's Shanghai. As you cautiously take a bite of the hot dumpling, its deliciously fatty contents trickle down your throat and into your stomach. We left fully satisfied and continued on our food-venture.",1
"Never had soup dumplings before this place, and im in love. Theres always a line everytime ive gone for good reason. Food is amazing, cheap, and i like the communal round table seating. Dont order the bean curd, looked and tasted like. The spicy cabbage is great and the 2 soup dumpling orders are enough for two people.",1
"Went on a Sunday for lunch in the winter and there was no line. The crab soup dumplings is a must, even if you don't like crab get them!! The orange beef was delicious and spicy which I liked.",1
"We came for an early dinner on a weekday and there was no wait time. Of course we ordered some xiao long bao/ Shanghai dumplings / soup dumplings / little dragon buns. We also got some scallion pancakes and fried pork dumplings. Everything was delicious and nostalgic, and not so nostalgic.
While these soup dumplings from Joe's Shanghai are delicious, they are very different from the xiao long baos I am used to eating. I'm not a xiao long bao / Shanghai dumpling snob, but I've been eating these dumplings ever since I could consume solid food. They just aren't 'authentic.' I hate using the A word, because it's so vague and meaningless. Food trends and even food traditions are changing all the time. 

In my opinion, these are the deviations from a typical soup dumpling. 
- Super-sized type dumpling. Each dumpling is nearly the size of a small burger. 
- The flavor of the meat filling also tastes a little different, could use more flavor.
- The skin is too thick. 

What I do like: 
- The meat in each dumpling is a generous amount
- There is plenty of soup encased in each one, 
- Very good price, so I did walk away feeling full and satisfied.

It is a cash only establishment, so once again, I have to plan out a visit to the ATM first. Just an extra step that cuts into my eating time. I'd still come back for some very affordable, extra large dumplings again.",1
The best crab dumplings i have ever had. I have been here several times and every time the food is super phenomenal. If u are traveling and want to go to a good authentic Chinese restaurant then u MUST go here . My fav restaurant to go in NYC !,1
"Great crab and pork soup dumplings. Lots of filling and the price is definitely worth it. The cold noodles and vegetable dumplings were also delicious, but their soup dumplings were just superb. Service was fast and the waiters were attentive.",1
"The steamed pork dumplings here are legendary. I get random cravings about them and when I go I'm never disappointed. Great service, love the atmosphere and the food is always delicious. 5 STARS!",1
I wish I lived in NYC!!! I crave the soup dumplings all the time and nothing comes close in the Bay area,1
